,title,text
8052,flower and snake 5: rope magic,flower and snake 5: rope magic thriller  drama masayuki  asao  flower  snake  4  rope  magic  tells  story  gambler  unable  pay  loan  wife  daughter  kidnapped  yakuza  gang  subjected  many  days  torture  sexual  degradation  typically  twisted  pinku  eiga  sickie  features  lots  nudity  rape  plot  easy  follow  acting  okay  film  well  made  interesting  overall  like  japanese  pink  cinema  go  wrong  one
8053,nina frisk,nina frisk comedy nina  frisk  flight  attendant  loves  flying  happy  clouds  far  away  dysfunctional  family  superficial  love  life  one  day  meets  marcus  son  william  falls  helplessly  first  time  ever  begins  long  soon  discovers  earth  turbulent  sky
8054,the love-stricken,the love-stricken  group  iranian  classical  musicians  ghajar  era  try  release  first  record  takes  journey  france
8055,for the matches,for the matches comedy eastern  finland  liperi  exact  anna  liisa  ihalainen  asks  husband  antti  get  matches  household  unfortunately  trip  takes  little  longer  expected  ...
8056,lovelines,lovelines comedy greed  lust  dirty  tricks  bloody  fist  fights  ...  things  make  life  worth  living  piper  rick  two  hottest  properties  battle  bands  want  one  thing  stands  way  opposing  high  schools  malibu  6  muscle  bound  monster  godzilla  going  everything  anything  stop  sweet  little  sister  getting  jerk  coldwater  canyon  else  fails  lovelines  answering  service  keep  together
8057,they killed sister dorothy,they killed sister dorothy documentary mouth  amazon  river  murder  trial  taking  place  victim  sister  dorothy  stang  73  year  old  catholic  nun  dayton  ohio  shot  six  times  point  blank  range  events  led  death  trials  follow  reveal  larger  battle  fought  future  rainforest
8058,eine insel namens udo,eine insel namens udo comedy  romance udo  invisible  one  ever  seems  notice  makes  working  department  store  detective  living  people  lives  never  tagging  along  meets  woman  sees
8059,blame it on rio,blame it on rio comedy  romance matthew  hollis  man  holiday  rio  best  friend  men  teenage  daughters  falls  amorous  daughter  named  jennifer  embark  secret  slightly  one  sided  relationship  father  furious  finds  older  life  sets  hunt  aid
8060,momma's man,momma's man drama momma  man  adult  decides  escape  pressures  life  return  old  bedroom  parents  house  odd  premise  executed  skill  tenderness
8061,a nightmare,a nightmare horror man  fantastical  nightmare  involving  among  things  grinning  malevolent  moon
8062,under african skies,"under african skies music  documentary paul  simon  returns  south  africa  explore  incredible  journey  historic  graceland  album  including  political  backlash  received  allegedly  breaking  un  cultural  boycott  designed  end  apartheid  regime  25th  anniversary  acclaimed  documentary  filmmaker  joe  berlinger  offers  glimpse  controversy  surrounding  decision  record  despite  nation  aimed  ending  run  eagerly  anticipated  reunion  concert  quincy  jones  peter  gabriel  david  byrne  harry  belafonte  mccartney  others  reflect  local  artists  impact  delivered  hits  know  call  al  ."""
8063,the terror,the terror horror  thriller lieutenant  andre  duvalier  accidentally  separated  regiment  wandering  near  coast  sees  young  woman  asks  road  coldon  hopes  rejoin  answer  even  greet  walks  away  eventually  takes  sea  disappears  rough  water  save  mysterious  girl
8064,perfect blue,"perfect blue animation  thriller mima  kirigoe  singer  leaves  trio  become  actress  career  move  angers  fans  prefer  see  pop  idol  plagued  self  doubt  tormented  humiliating  compromises  begins  stalked  waking  sleeping  moments  alter  ego  claims  real  ""   collapses  madness  coworkers  brutally  slain  around"
8065,annie: a royal adventure,annie: a royal adventure music  family annie  back  along  friends  molly  hannah  dog  sandy  wealthy  father  oliver  warbucks  take  trip  england  going  knighted  king  gang  stumbles  onto  wicked  scheme  led  evil  noblewoman  plans  blow  buckingham  palace  become  queen  claim  throne  stop
8066,the cool school,the cool school documentary la  learned  love  modern  art  lesson  renegade  artists  built  scene  scratch
8067,a woman's face,a woman's face drama  thriller plastic  surgery  gives  scarred  female  criminal  new  outlook  life
8068,cyborg 3: the recycler,cyborg 3: the recycler action  science fiction  thriller prepare  deadly  future  cash  heroine  cyborg  2  living  safe  free  zone  long  biomechanical  problems  taking  systems  visit  doctor  silica  confirms  worst  fears  marvel  technology  first  kind  become  creator  pregnant
8069,angels crest,angels crest drama small  working  class  town  angels  crest  tight  knit  community  resting  quietly  one  vast  stunningly  beautiful  valleys  rocky  mountains  ethan  residents  young  father  much  kid  choice  look  three  year  old  son  nate  since  mom  cindy  alcoholic  snowy  day  good  intentions  thwarted  moment  thoughtlessness  resulting  tragedy  local  prosecutor  haunted  past  goes  ensuing  confusion  casting  blame  begins  tear  apart
8070,the rocky horror picture show: let's do the time warp again,the rocky horror picture show: let's do the time warp again tv movie  horror  comedy  music  thriller  science fiction straitlaced  square  couple  seeking  shelter  storm  find  castle  transsexual  alien  mad  scientist  intent  creating  buff  bodybuilder
8071,the city of lost souls,the city of lost souls action  thriller  foreign brazilian  japanese  gangster  mario  rescues  chinese  girlfriend  kei  deported  japan  desperate  escape  hides  tokyo  booming  portuguese  community  seeks  passage  country  russian  mobster  meet  price  hold  bigtime  drug  deal  mafia  local  yakuza
8072,one piece film strong world,one piece film strong world animation  fantasy  adventure 20  years  escape  impel  legendary  pirate  shiki  golden  lion  reappears  causing  massive  upheaval  marines  long  seclusion  able  come  scheme  bring  world  government  knees  way  execute  plan  crosses  paths  straw  hat  pirates  becomes  impressed  nami  knowledge  meteorology  abducts  forcedly  enlist  crew  luffy  gang  end  strange  land  populated  monstrous  beasts  desperately  search
8073,kill me please,kill me please comedy doctor  kruger  dreams  insert  “  suicide  modernity  ”.  offers  patients  service  private  clinic  one  die  peace  champagne  glass  hand  ideal  death  ”   nothing  occurs  envisaged
8074,parental guidance,parental guidance comedy artie  diane  agree  look  three  grandkids  type  helicopter  parents  need  leave  town  work  problems  arise  kids  21st  century  behavior  collides  old  school  methods
8075,dance with the devil,dance with the devil action  thriller psychotic  criminal  couple  kidnaps  random  teenage  woman  rapes  male  captive  lets  watch  lover  raped  man  plan  sacrifice
8076,the ghostmaker,the ghostmaker horror  science fiction  thriller group  college  friends  discover  15th  century  coffin  allows  experience  world  ghosts  first  adventures  spirit  playful  innocent  box  shadows  soon  brings  dangerous  impulses  desires  find  pulled  evil  learn  line  life  death  reason
8077,sugarhouse,sugarhouse drama  thriller  foreign tom  middle  class  city  boy  whose  life  reached  breaking  point  thinks  young  desperate  drug  addict  give  needs  ’  offering  comes  price  tag  ….  completely  depth  finds  abandoned  warehouse  attempting  deal  two  enter  irrational  deadly  game  cat  mouse  tense  drama  escalates  local  crime  lord  hoodwink  wakes  find  gun  missing  impending  threat  backs  men  play  intense  scrambling  cut  make  sense  lives  may  lose
8078,the steam experiment,the steam experiment crime  drama  thriller deranged  scientist  locks  6  people  steam  room  threatens  turn  heat  local  paper  publish  story  global  warming
8079,replicant,replicant action  adventure  science fiction  thriller scientists  create  genetic  clone  serial  killer  order  help  catch  teaming  two  cops
8080,switch,switch fantasy  comedy steve  brooks  sexist  womanizer  killed  group  angry  former  lovers  heaven  makes  bargain  god  redemption  agrees  return  earth  must  sincere  relationship  female  make  fall  love  soul  become  property  devil  hedges  bet  reincarnated  woman  named  amanda
8081,zoolander,zoolander comedy clear  runway  derek  zoolander  vh1  three  time  male  model  year  face  falls  hippie  chic  hot  right  hansel  scooters  steal  award  evil  fashion  guru  mugatu  seizes  opportunity  turn  killing  machine  well  designed  conspiracy  help  chosen  accessories  make  world  safe
8082,sawdust and tinsel,sawdust and tinsel drama gray  morning  circus  caravan  arrives  town  albert  ringmaster  family  lives  seen  three  years  taken  mistress  young  buxom  anne  calls  wife  jealous  wanting  visits  theatrical  troupe  lets  actor  frans  seduce  exchange  necklace  says  valuable  finds  worthless  time  declines  let  live  stuck  show  tonight  smirking  sardonic  bear  mangy  clown  sour  come  suicide  offers  exit
8083,comedy central roast of justin bieber,comedy central roast of justin bieber comedy several  roasters  master  kevin  hart  make  fun  justin  bieber
8084,intacto,intacto action  comedy  drama  romance  science fiction  thriller enigmatic  tale  four  people  whose  lives  intertwined  destiny  subject  laws  fate  discover  luck  something  cannot  afford  without  gamble  highest  stakes  possible  deadly  game  one  emerge  intact
